unicode_character__c,unicode_index__c,order__c
⭐,11088.0,9785.0
⭑,11089.0,9786.0
⭒,11090.0,9787.0
⭓,11091.0,9788.0
⭔,11092.0,9789.0
⭕,11093.0,9790.0
⭖,11094.0,9791.0
⭗,11095.0,9792.0
⭘,11096.0,9793.0
⭙,11097.0,9794.0
⭚,11098.0,9795.0
⭛,11099.0,9796.0
⭜,11100.0,9797.0
⭝,11101.0,9798.0
⭞,11102.0,9799.0
⭟,11103.0,9800.0
⭠,11104.0,9801.0
⭡,11105.0,9802.0
⭢,11106.0,9803.0
⭣,11107.0,9804.0
⭤,11108.0,9805.0
⭥,11109.0,9806.0
⭦,11110.0,9807.0
⭧,11111.0,9808.0
⭨,11112.0,9809.0
⭩,11113.0,9810.0
⭪,11114.0,9811.0
⭫,11115.0,9812.0
⭬,11116.0,9813.0
⭭,11117.0,9814.0
⭮,11118.0,9815.0
⭯,11119.0,9816.0
⭰,11120.0,9817.0
⭱,11121.0,9818.0
⭲,11122.0,9819.0
⭳,11123.0,9820.0
⭴,11124.0,9821.0
⭵,11125.0,9822.0
⭶,11126.0,9823.0
⭷,11127.0,9824.0
⭸,11128.0,9825.0
⭹,11129.0,9826.0
⭺,11130.0,9827.0
⭻,11131.0,9828.0
⭼,11132.0,9829.0
⭽,11133.0,9830.0
⭾,11134.0,9831.0
⭿,11135.0,9832.0
⮀,11136.0,9833.0
⮁,11137.0,9834.0
⮂,11138.0,9835.0
⮃,11139.0,9836.0
⮄,11140.0,9837.0
⮅,11141.0,9838.0
⮆,11142.0,9839.0
⮇,11143.0,9840.0
⮈,11144.0,9841.0
⮉,11145.0,9842.0
⮊,11146.0,9843.0
⮋,11147.0,9844.0
⮌,11148.0,9845.0
⮍,11149.0,9846.0
⮎,11150.0,9847.0
⮏,11151.0,9848.0
⮐,11152.0,9849.0
⮑,11153.0,9850.0
⮒,11154.0,9851.0
⮓,11155.0,9852.0
⮔,11156.0,9853.0
⮕,11157.0,9854.0
⮖,11158.0,9855.0
⮗,11159.0,9856.0
⮘,11160.0,9857.0
⮙,11161.0,9858.0
⮚,11162.0,9859.0
⮛,11163.0,9860.0
⮜,11164.0,9861.0
⮝,11165.0,9862.0
⮞,11166.0,9863.0
⮟,11167.0,9864.0
⮠,11168.0,9865.0
⮡,11169.0,9866.0
⮢,11170.0,9867.0
⮣,11171.0,9868.0
⮤,11172.0,9869.0
⮥,11173.0,9870.0
⮦,11174.0,9871.0
⮧,11175.0,9872.0
⮨,11176.0,9873.0
⮩,11177.0,9874.0
⮪,11178.0,9875.0
⮫,11179.0,9876.0
⮬,11180.0,9877.0
⮭,11181.0,9878.0
⮮,11182.0,9879.0
⮯,11183.0,9880.0
⮰,11184.0,9881.0
⮱,11185.0,9882.0
⮲,11186.0,9883.0
⮳,11187.0,9884.0
⮴,11188.0,9885.0
⮵,11189.0,9886.0
⮶,11190.0,9887.0
⮷,11191.0,9888.0
⮸,11192.0,9889.0
⮹,11193.0,9890.0
⮺,11194.0,9891.0
⮻,11195.0,9892.0
⮼,11196.0,9893.0
⮽,11197.0,9894.0
⮾,11198.0,9895.0
⮿,11199.0,9896.0
⯀,11200.0,9897.0
⯁,11201.0,9898.0
⯂,11202.0,9899.0
⯃,11203.0,9900.0
⯄,11204.0,9901.0
⯅,11205.0,9902.0
⯆,11206.0,9903.0
⯇,11207.0,9904.0
⯈,11208.0,9905.0
⯉,11209.0,9906.0
⯊,11210.0,9907.0
⯋,11211.0,9908.0
⯌,11212.0,9909.0
⯍,11213.0,9910.0
⯎,11214.0,9911.0
⯏,11215.0,9912.0
⯐,11216.0,9913.0
⯑,11217.0,9914.0
⯒,11218.0,9915.0
⯓,11219.0,9916.0
⯔,11220.0,9917.0
⯕,11221.0,9918.0
⯖,11222.0,9919.0
⯗,11223.0,9920.0
⯘,11224.0,9921.0
⯙,11225.0,9922.0
⯚,11226.0,9923.0
⯛,11227.0,9924.0
⯜,11228.0,9925.0
⯝,11229.0,9926.0
⯞,11230.0,9927.0
⯟,11231.0,9928.0
⯠,11232.0,9929.0
⯡,11233.0,9930.0
⯢,11234.0,9931.0
⯣,11235.0,9932.0
⯤,11236.0,9933.0
⯥,11237.0,9934.0
⯦,11238.0,9935.0
⯧,11239.0,9936.0
⯨,11240.0,9937.0
⯩,11241.0,9938.0
⯪,11242.0,9939.0
⯫,11243.0,9940.0
⯬,11244.0,9941.0
⯭,11245.0,9942.0
⯮,11246.0,9943.0
⯯,11247.0,9944.0
⯰,11248.0,9945.0
⯱,11249.0,9946.0
⯲,11250.0,9947.0
⯳,11251.0,9948.0
⯴,11252.0,9949.0
⯵,11253.0,9950.0
⯶,11254.0,9951.0
⯷,11255.0,9952.0
⯸,11256.0,9953.0
⯹,11257.0,9954.0
⯺,11258.0,9955.0
⯻,11259.0,9956.0
⯼,11260.0,9957.0
⯽,11261.0,9958.0
⯾,11262.0,9959.0
⯿,11263.0,9960.0
Ⰰ,11264.0,9961.0
Ⰱ,11265.0,9962.0
Ⰲ,11266.0,9963.0
Ⰳ,11267.0,9964.0
Ⰴ,11268.0,9965.0
Ⰵ,11269.0,9966.0
Ⰶ,11270.0,9967.0
Ⰷ,11271.0,9968.0
Ⰸ,11272.0,9969.0
Ⰹ,11273.0,9970.0
Ⰺ,11274.0,9971.0
Ⰻ,11275.0,9972.0
Ⰼ,11276.0,9973.0
Ⰽ,11277.0,9974.0
Ⰾ,11278.0,9975.0
Ⰿ,11279.0,9976.0
Ⱀ,11280.0,9977.0
Ⱁ,11281.0,9978.0
Ⱂ,11282.0,9979.0
Ⱃ,11283.0,9980.0
Ⱄ,11284.0,9981.0
Ⱅ,11285.0,9982.0
Ⱆ,11286.0,9983.0
Ⱇ,11287.0,9984.0
Ⱈ,11288.0,9985.0
Ⱉ,11289.0,9986.0
Ⱊ,11290.0,9987.0
Ⱋ,11291.0,9988.0
Ⱌ,11292.0,9989.0
Ⱍ,11293.0,9990.0
Ⱎ,11294.0,9991.0
Ⱏ,11295.0,9992.0
Ⱐ,11296.0,9993.0
Ⱑ,11297.0,9994.0
Ⱒ,11298.0,9995.0
Ⱓ,11299.0,9996.0
Ⱔ,11300.0,9997.0
Ⱕ,11301.0,9998.0
Ⱖ,11302.0,9999.0
Ⱗ,11303.0,10000.0
Ⱘ,11304.0,10001.0
Ⱙ,11305.0,10002.0
Ⱚ,11306.0,10003.0
Ⱛ,11307.0,10004.0
Ⱜ,11308.0,10005.0
Ⱝ,11309.0,10006.0
Ⱞ,11310.0,10007.0
Ⱟ,11311.0,10008.0
ⱟ,11359.0,10009.0
Ⱡ,11360.0,10010.0
Ɫ,11362.0,10011.0
Ᵽ,11363.0,10012.0
Ɽ,11364.0,10013.0
ⱥ,11365.0,10014.0
ⱦ,11366.0,10015.0
Ⱨ,11367.0,10016.0
Ⱪ,11369.0,10017.0
Ⱬ,11371.0,10018.0
Ɑ,11373.0,10019.0
Ɱ,11374.0,10020.0
Ɐ,11375.0,10021.0
Ɒ,11376.0,10022.0
ⱱ,11377.0,10023.0
Ⱳ,11378.0,10024.0
ⱴ,11380.0,10025.0
Ⱶ,11381.0,10026.0
ⱷ,11383.0,10027.0
ⱸ,11384.0,10028.0
ⱹ,11385.0,10029.0
ⱺ,11386.0,10030.0
ⱻ,11387.0,10031.0
Ȿ,11390.0,10032.0
Ɀ,11391.0,10033.0
Ⲁ,11392.0,10034.0
Ⲃ,11394.0,10035.0
Ⲅ,11396.0,10036.0
Ⲇ,11398.0,10037.0
Ⲉ,11400.0,10038.0
Ⲋ,11402.0,10039.0
Ⲍ,11404.0,10040.0
Ⲏ,11406.0,10041.0
Ⲑ,11408.0,10042.0
Ⲓ,11410.0,10043.0
Ⲕ,11412.0,10044.0
Ⲗ,11414.0,10045.0
Ⲙ,11416.0,10046.0
Ⲛ,11418.0,10047.0
Ⲝ,11420.0,10048.0
Ⲟ,11422.0,10049.0
Ⲡ,11424.0,10050.0
Ⲣ,11426.0,10051.0
Ⲥ,11428.0,10052.0
Ⲧ,11430.0,10053.0
Ⲩ,11432.0,10054.0
Ⲫ,11434.0,10055.0
Ⲭ,11436.0,10056.0
Ⲯ,11438.0,10057.0
Ⲱ,11440.0,10058.0
Ⲳ,11442.0,10059.0
Ⲵ,11444.0,10060.0
Ⲷ,11446.0,10061.0
Ⲹ,11448.0,10062.0
Ⲻ,11450.0,10063.0
Ⲽ,11452.0,10064.0
Ⲿ,11454.0,10065.0
Ⳁ,11456.0,10066.0
Ⳃ,11458.0,10067.0
Ⳅ,11460.0,10068.0
Ⳇ,11462.0,10069.0
Ⳉ,11464.0,10070.0
Ⳋ,11466.0,10071.0
Ⳍ,11468.0,10072.0
Ⳏ,11470.0,10073.0
Ⳑ,11472.0,10074.0
Ⳓ,11474.0,10075.0
Ⳕ,11476.0,10076.0
Ⳗ,11478.0,10077.0
Ⳙ,11480.0,10078.0
Ⳛ,11482.0,10079.0
Ⳝ,11484.0,10080.0
Ⳟ,11486.0,10081.0
Ⳡ,11488.0,10082.0
Ⳣ,11490.0,10083.0
ⳤ,11492.0,10084.0
⳥,11493.0,10085.0
⳦,11494.0,10086.0
⳧,11495.0,10087.0
⳨,11496.0,10088.0
⳩,11497.0,10089.0
⳪,11498.0,10090.0
Ⳬ,11499.0,10091.0
Ⳮ,11501.0,10092.0
⳯,11503.0,10093.0
⳰,11504.0,10094.0
⳱,11505.0,10095.0
Ⳳ,11506.0,10096.0
⳴,11508.0,10097.0
⳵,11509.0,10098.0
⳶,11510.0,10099.0
⳷,11511.0,10100.0
⳸,11512.0,10101.0
⳹,11513.0,10102.0
⳺,11514.0,10103.0
⳻,11515.0,10104.0
⳼,11516.0,10105.0
⳽,11517.0,10106.0
⳾,11518.0,10107.0
⳿,11519.0,10108.0
ⴀ,11520.0,10109.0
ⴁ,11521.0,10110.0
ⴂ,11522.0,10111.0
ⴃ,11523.0,10112.0
ⴄ,11524.0,10113.0
ⴅ,11525.0,10114.0
ⴆ,11526.0,10115.0
ⴇ,11527.0,10116.0
ⴈ,11528.0,10117.0
ⴉ,11529.0,10118.0
ⴊ,11530.0,10119.0
ⴋ,11531.0,10120.0
ⴌ,11532.0,10121.0
ⴍ,11533.0,10122.0
ⴎ,11534.0,10123.0
ⴏ,11535.0,10124.0
ⴐ,11536.0,10125.0
ⴑ,11537.0,10126.0
ⴒ,11538.0,10127.0
ⴓ,11539.0,10128.0
ⴔ,11540.0,10129.0
ⴕ,11541.0,10130.0
ⴖ,11542.0,10131.0
ⴗ,11543.0,10132.0
ⴘ,11544.0,10133.0
ⴙ,11545.0,10134.0
ⴚ,11546.0,10135.0
ⴛ,11547.0,10136.0
ⴜ,11548.0,10137.0
ⴝ,11549.0,10138.0
ⴞ,11550.0,10139.0
ⴟ,11551.0,10140.0
ⴠ,11552.0,10141.0
ⴡ,11553.0,10142.0
ⴢ,11554.0,10143.0
ⴣ,11555.0,10144.0
ⴤ,11556.0,10145.0
ⴥ,11557.0,10146.0
⴦,11558.0,10147.0
ⴧ,11559.0,10148.0
⴨,11560.0,10149.0
⴩,11561.0,10150.0
⴪,11562.0,10151.0
⴫,11563.0,10152.0
⴬,11564.0,10153.0
ⴭ,11565.0,10154.0
⴮,11566.0,10155.0
⴯,11567.0,10156.0
ⴰ,11568.0,10157.0
ⴱ,11569.0,10158.0
ⴲ,11570.0,10159.0
ⴳ,11571.0,10160.0
ⴴ,11572.0,10161.0
ⴵ,11573.0,10162.0
ⴶ,11574.0,10163.0
ⴷ,11575.0,10164.0
ⴸ,11576.0,10165.0
ⴹ,11577.0,10166.0
ⴺ,11578.0,10167.0
ⴻ,11579.0,10168.0
ⴼ,11580.0,10169.0
ⴽ,11581.0,10170.0
ⴾ,11582.0,10171.0
ⴿ,11583.0,10172.0
ⵀ,11584.0,10173.0
ⵁ,11585.0,10174.0
ⵂ,11586.0,10175.0
ⵃ,11587.0,10176.0
ⵄ,11588.0,10177.0
ⵅ,11589.0,10178.0
ⵆ,11590.0,10179.0
ⵇ,11591.0,10180.0
ⵈ,11592.0,10181.0
ⵉ,11593.0,10182.0
ⵊ,11594.0,10183.0
ⵋ,11595.0,10184.0
ⵌ,11596.0,10185.0
ⵍ,11597.0,10186.0
ⵎ,11598.0,10187.0
ⵏ,11599.0,10188.0
ⵐ,11600.0,10189.0
ⵑ,11601.0,10190.0
ⵒ,11602.0,10191.0
ⵓ,11603.0,10192.0
ⵔ,11604.0,10193.0
ⵕ,11605.0,10194.0
ⵖ,11606.0,10195.0
ⵗ,11607.0,10196.0
ⵘ,11608.0,10197.0
ⵙ,11609.0,10198.0
ⵚ,11610.0,10199.0
ⵛ,11611.0,10200.0
ⵜ,11612.0,10201.0
ⵝ,11613.0,10202.0
ⵞ,11614.0,10203.0
ⵟ,11615.0,10204.0
ⵠ,11616.0,10205.0
ⵡ,11617.0,10206.0
ⵢ,11618.0,10207.0
ⵣ,11619.0,10208.0
ⵤ,11620.0,10209.0
ⵥ,11621.0,10210.0
ⵦ,11622.0,10211.0
ⵧ,11623.0,10212.0
⵨,11624.0,10213.0
⵩,11625.0,10214.0
⵪,11626.0,10215.0
⵫,11627.0,10216.0
⵬,11628.0,10217.0
⵭,11629.0,10218.0
⵮,11630.0,10219.0
⵰,11632.0,10220.0
⵱,11633.0,10221.0
⵲,11634.0,10222.0
⵳,11635.0,10223.0
⵴,11636.0,10224.0
⵵,11637.0,10225.0
⵶,11638.0,10226.0
⵷,11639.0,10227.0
⵸,11640.0,10228.0
⵹,11641.0,10229.0
⵺,11642.0,10230.0
⵻,11643.0,10231.0
⵼,11644.0,10232.0
⵽,11645.0,10233.0
⵾,11646.0,10234.0
⵿,11647.0,10235.0
ⶀ,11648.0,10236.0
ⶁ,11649.0,10237.0
ⶂ,11650.0,10238.0
ⶃ,11651.0,10239.0
ⶄ,11652.0,10240.0
ⶅ,11653.0,10241.0
ⶆ,11654.0,10242.0
ⶇ,11655.0,10243.0
ⶈ,11656.0,10244.0
ⶉ,11657.0,10245.0
ⶊ,11658.0,10246.0
ⶋ,11659.0,10247.0
ⶌ,11660.0,10248.0
ⶍ,11661.0,10249.0
ⶎ,11662.0,10250.0
ⶏ,11663.0,10251.0
ⶐ,11664.0,10252.0
ⶑ,11665.0,10253.0
ⶒ,11666.0,10254.0
ⶓ,11667.0,10255.0
ⶔ,11668.0,10256.0
ⶕ,11669.0,10257.0
ⶖ,11670.0,10258.0
⶗,11671.0,10259.0
⶘,11672.0,10260.0
⶙,11673.0,10261.0
⶚,11674.0,10262.0
⶛,11675.0,10263.0
⶜,11676.0,10264.0
⶝,11677.0,10265.0
⶞,11678.0,10266.0
⶟,11679.0,10267.0
ⶠ,11680.0,10268.0
ⶡ,11681.0,10269.0
ⶢ,11682.0,10270.0
ⶣ,11683.0,10271.0
ⶤ,11684.0,10272.0
ⶥ,11685.0,10273.0
ⶦ,11686.0,10274.0
⶧,11687.0,10275.0
ⶨ,11688.0,10276.0
ⶩ,11689.0,10277.0
ⶪ,11690.0,10278.0
ⶫ,11691.0,10279.0
ⶬ,11692.0,10280.0
ⶭ,11693.0,10281.0
ⶮ,11694.0,10282.0
⶯,11695.0,10283.0
ⶰ,11696.0,10284.0
ⶱ,11697.0,10285.0
ⶲ,11698.0,10286.0
ⶳ,11699.0,10287.0
ⶴ,11700.0,10288.0
ⶵ,11701.0,10289.0
ⶶ,11702.0,10290.0
⶷,11703.0,10291.0
ⶸ,11704.0,10292.0
ⶹ,11705.0,10293.0
ⶺ,11706.0,10294.0
ⶻ,11707.0,10295.0
ⶼ,11708.0,10296.0
ⶽ,11709.0,10297.0
ⶾ,11710.0,10298.0
⶿,11711.0,10299.0
ⷀ,11712.0,10300.0
ⷁ,11713.0,10301.0
ⷂ,11714.0,10302.0
ⷃ,11715.0,10303.0
ⷄ,11716.0,10304.0
ⷅ,11717.0,10305.0
ⷆ,11718.0,10306.0
⷇,11719.0,10307.0
ⷈ,11720.0,10308.0
ⷉ,11721.0,10309.0
ⷊ,11722.0,10310.0
ⷋ,11723.0,10311.0
ⷌ,11724.0,10312.0
ⷍ,11725.0,10313.0
ⷎ,11726.0,10314.0
⷏,11727.0,10315.0
ⷐ,11728.0,10316.0
ⷑ,11729.0,10317.0
ⷒ,11730.0,10318.0
ⷓ,11731.0,10319.0
ⷔ,11732.0,10320.0
ⷕ,11733.0,10321.0
ⷖ,11734.0,10322.0
⷗,11735.0,10323.0
ⷘ,11736.0,10324.0
ⷙ,11737.0,10325.0
ⷚ,11738.0,10326.0
ⷛ,11739.0,10327.0
ⷜ,11740.0,10328.0
ⷝ,11741.0,10329.0
ⷞ,11742.0,10330.0
⷟,11743.0,10331.0
⸀,11776.0,10364.0
⸁,11777.0,10365.0
⸂,11778.0,10366.0
⸃,11779.0,10367.0
⸄,11780.0,10368.0
⸅,11781.0,10369.0
⸆,11782.0,10370.0
⸇,11783.0,10371.0
⸈,11784.0,10372.0
⸉,11785.0,10373.0
⸊,11786.0,10374.0
⸋,11787.0,10375.0
⸌,11788.0,10376.0
⸍,11789.0,10377.0
⸎,11790.0,10378.0
⸏,11791.0,10379.0
⸐,11792.0,10380.0
⸑,11793.0,10381.0
⸒,11794.0,10382.0
⸓,11795.0,10383.0
⸔,11796.0,10384.0
⸕,11797.0,10385.0
⸖,11798.0,10386.0
⸗,11799.0,10387.0
⸘,11800.0,10388.0
⸙,11801.0,10389.0
⸚,11802.0,10390.0
⸛,11803.0,10391.0
⸜,11804.0,10392.0
⸝,11805.0,10393.0
⸞,11806.0,10394.0
⸟,11807.0,10395.0
⸠,11808.0,10396.0
⸡,11809.0,10397.0
⸢,11810.0,10398.0
⸣,11811.0,10399.0
⸤,11812.0,10400.0
⸥,11813.0,10401.0
⸦,11814.0,10402.0
⸧,11815.0,10403.0
⸨,11816.0,10404.0
⸩,11817.0,10405.0
⸪,11818.0,10406.0
⸫,11819.0,10407.0
⸬,11820.0,10408.0
⸭,11821.0,10409.0
⸮,11822.0,10410.0
ⸯ,11823.0,10411.0
⸰,11824.0,10412.0
⸱,11825.0,10413.0
⸲,11826.0,10414.0
⸳,11827.0,10415.0
⸴,11828.0,10416.0
⸵,11829.0,10417.0
⸶,11830.0,10418.0
⸷,11831.0,10419.0
⸸,11832.0,10420.0
⸹,11833.0,10421.0
⸺,11834.0,10422.0
⸻,11835.0,10423.0
⸼,11836.0,10424.0
⸽,11837.0,10425.0
⸾,11838.0,10426.0
⸿,11839.0,10427.0
⹀,11840.0,10428.0
⹁,11841.0,10429.0
⹂,11842.0,10430.0
⹃,11843.0,10431.0
⹄,11844.0,10432.0
⹅,11845.0,10433.0
⹆,11846.0,10434.0
⹇,11847.0,10435.0
⹈,11848.0,10436.0
⹉,11849.0,10437.0
⹊,11850.0,10438.0
⹋,11851.0,10439.0
⹌,11852.0,10440.0
⹍,11853.0,10441.0
⹎,11854.0,10442.0
⹏,11855.0,10443.0
⹐,11856.0,10444.0
⹑,11857.0,10445.0
⹒,11858.0,10446.0
⹓,11859.0,10447.0
⹔,11860.0,10448.0
⹕,11861.0,10449.0
⹖,11862.0,10450.0
⹗,11863.0,10451.0
⹘,11864.0,10452.0
⹙,11865.0,10453.0
⹚,11866.0,10454.0
⹛,11867.0,10455.0
⹜,11868.0,10456.0
⹝,11869.0,10457.0
⹞,11870.0,10458.0
⹟,11871.0,10459.0
⹠,11872.0,10460.0
⹡,11873.0,10461.0
⹢,11874.0,10462.0
⹣,11875.0,10463.0
⹤,11876.0,10464.0
⹥,11877.0,10465.0
⹦,11878.0,10466.0
⹧,11879.0,10467.0
⹨,11880.0,10468.0
⹩,11881.0,10469.0
⹪,11882.0,10470.0
⹫,11883.0,10471.0
⹬,11884.0,10472.0
⹭,11885.0,10473.0
⹮,11886.0,10474.0
⹯,11887.0,10475.0
⹰,11888.0,10476.0
⹱,11889.0,10477.0
⹲,11890.0,10478.0
⹳,11891.0,10479.0
⹴,11892.0,10480.0
⹵,11893.0,10481.0
⹶,11894.0,10482.0
⹷,11895.0,10483.0
⹸,11896.0,10484.0
⹹,11897.0,10485.0
⹺,11898.0,10486.0
⹻,11899.0,10487.0
⹼,11900.0,10488.0
⹽,11901.0,10489.0
⹾,11902.0,10490.0
⹿,11903.0,10491.0
⺀,11904.0,10492.0
⺁,11905.0,10493.0
⺂,11906.0,10494.0
⺃,11907.0,10495.0
⺄,11908.0,10496.0
⺅,11909.0,10497.0
⺆,11910.0,10498.0
⺇,11911.0,10499.0
⺈,11912.0,10500.0
⺉,11913.0,10501.0
⺊,11914.0,10502.0
⺋,11915.0,10503.0
⺌,11916.0,10504.0
⺍,11917.0,10505.0
⺎,11918.0,10506.0
⺏,11919.0,10507.0
⺐,11920.0,10508.0
⺑,11921.0,10509.0
⺒,11922.0,10510.0
⺓,11923.0,10511.0
⺔,11924.0,10512.0
⺕,11925.0,10513.0
⺖,11926.0,10514.0
⺗,11927.0,10515.0
⺘,11928.0,10516.0
⺙,11929.0,10517.0
⺚,11930.0,10518.0
⺛,11931.0,10519.0
⺜,11932.0,10520.0
⺝,11933.0,10521.0
⺞,11934.0,10522.0
⺟,11935.0,10523.0
⺠,11936.0,10524.0
⺡,11937.0,10525.0
⺢,11938.0,10526.0
⺣,11939.0,10527.0
⺤,11940.0,10528.0
⺥,11941.0,10529.0
⺦,11942.0,10530.0
⺧,11943.0,10531.0
⺨,11944.0,10532.0
⺩,11945.0,10533.0
⺪,11946.0,10534.0
⺫,11947.0,10535.0
⺬,11948.0,10536.0
⺭,11949.0,10537.0
⺮,11950.0,10538.0
⺯,11951.0,10539.0
⺰,11952.0,10540.0
⺱,11953.0,10541.0
⺲,11954.0,10542.0
⺳,11955.0,10543.0
⺴,11956.0,10544.0
⺵,11957.0,10545.0
⺶,11958.0,10546.0
⺷,11959.0,10547.0
⺸,11960.0,10548.0
⺹,11961.0,10549.0
⺺,11962.0,10550.0
⺻,11963.0,10551.0
⺼,11964.0,10552.0
⺽,11965.0,10553.0
⺾,11966.0,10554.0
⺿,11967.0,10555.0
⻀,11968.0,10556.0
⻁,11969.0,10557.0
⻂,11970.0,10558.0
⻃,11971.0,10559.0
⻄,11972.0,10560.0
⻅,11973.0,10561.0
⻆,11974.0,10562.0
⻇,11975.0,10563.0
⻈,11976.0,10564.0
⻉,11977.0,10565.0
⻊,11978.0,10566.0
⻋,11979.0,10567.0
⻌,11980.0,10568.0
⻍,11981.0,10569.0
⻎,11982.0,10570.0
⻏,11983.0,10571.0
⻐,11984.0,10572.0
⻑,11985.0,10573.0
⻒,11986.0,10574.0
⻓,11987.0,10575.0
⻔,11988.0,10576.0
⻕,11989.0,10577.0
⻖,11990.0,10578.0
⻗,11991.0,10579.0
⻘,11992.0,10580.0
⻙,11993.0,10581.0
⻚,11994.0,10582.0
⻛,11995.0,10583.0
⻜,11996.0,10584.0
⻝,11997.0,10585.0
⻞,11998.0,10586.0
⻟,11999.0,10587.0
⻠,12000.0,10588.0
⻡,12001.0,10589.0
⻢,12002.0,10590.0
⻣,12003.0,10591.0
⻤,12004.0,10592.0
⻥,12005.0,10593.0
⻦,12006.0,10594.0
⻧,12007.0,10595.0
⻨,12008.0,10596.0
⻩,12009.0,10597.0
⻪,12010.0,10598.0
⻫,12011.0,10599.0
⻬,12012.0,10600.0
⻭,12013.0,10601.0
⻮,12014.0,10602.0
⻯,12015.0,10603.0
⻰,12016.0,10604.0
⻱,12017.0,10605.0
⻲,12018.0,10606.0
⻴,12020.0,10607.0
⻵,12021.0,10608.0
⻶,12022.0,10609.0
⻷,12023.0,10610.0
⻸,12024.0,10611.0
⻹,12025.0,10612.0
⻺,12026.0,10613.0
⻻,12027.0,10614.0
⻼,12028.0,10615.0
⻽,12029.0,10616.0
⻾,12030.0,10617.0
⻿,12031.0,10618.0
⼀,12032.0,10619.0
⽊,12106.0,10620.0
⽋,12107.0,10621.0
⽌,12108.0,10622.0
⽍,12109.0,10623.0
⽎,12110.0,10624.0
⽏,12111.0,10625.0
⽐,12112.0,10626.0
⽑,12113.0,10627.0
⽒,12114.0,10628.0
⽓,12115.0,10629.0
⽔,12116.0,10630.0
⽕,12117.0,10631.0
⽖,12118.0,10632.0
⽗,12119.0,10633.0
⽘,12120.0,10634.0
⽙,12121.0,10635.0
⽚,12122.0,10636.0
⽛,12123.0,10637.0
⽜,12124.0,10638.0
⽝,12125.0,10639.0
⽞,12126.0,10640.0
⽟,12127.0,10641.0
⽠,12128.0,10642.0
⽡,12129.0,10643.0
⽢,12130.0,10644.0
⽣,12131.0,10645.0
⽤,12132.0,10646.0
⾕,12181.0,10647.0
⾖,12182.0,10648.0
⾗,12183.0,10649.0
⾘,12184.0,10650.0
⾙,12185.0,10651.0
⾚,12186.0,10652.0
⾛,12187.0,10653.0
⾜,12188.0,10654.0
⾝,12189.0,10655.0
⾞,12190.0,10656.0
⾟,12191.0,10657.0
⾠,12192.0,10658.0
⾡,12193.0,10659.0
⾢,12194.0,10660.0
⾣,12195.0,10661.0
⾤,12196.0,10662.0
⾥,12197.0,10663.0
⾦,12198.0,10664.0
⾧,12199.0,10665.0
⾨,12200.0,10666.0
⾩,12201.0,10667.0
⾪,12202.0,10668.0
⾫,12203.0,10669.0
⾬,12204.0,10670.0
⾭,12205.0,10671.0
⾮,12206.0,10672.0
⾯,12207.0,10673.0
⾰,12208.0,10674.0
⾱,12209.0,10675.0
⾲,12210.0,10676.0
⾳,12211.0,10677.0
⾴,12212.0,10678.0
⾵,12213.0,10679.0
⾶,12214.0,10680.0
⾷,12215.0,10681.0
⾸,12216.0,10682.0
⾹,12217.0,10683.0
⾺,12218.0,10684.0
⾻,12219.0,10685.0
⾼,12220.0,10686.0
⾽,12221.0,10687.0
⾾,12222.0,10688.0
⾿,12223.0,10689.0
⿀,12224.0,10690.0
⿁,12225.0,10691.0
⿂,12226.0,10692.0
⿖,12246.0,10693.0
⿗,12247.0,10694.0
⿘,12248.0,10695.0
⿙,12249.0,10696.0
⿚,12250.0,10697.0
⿛,12251.0,10698.0
⿜,12252.0,10699.0
⿝,12253.0,10700.0
⿞,12254.0,10701.0
⿟,12255.0,10702.0
⿠,12256.0,10703.0
⿡,12257.0,10704.0
⿢,12258.0,10705.0
⿣,12259.0,10706.0
⿤,12260.0,10707.0
⿥,12261.0,10708.0
⿦,12262.0,10709.0
⿧,12263.0,10710.0
⿨,12264.0,10711.0
⿩,12265.0,10712.0
⿪,12266.0,10713.0
⿫,12267.0,10714.0
⿬,12268.0,10715.0
⿭,12269.0,10716.0
⿮,12270.0,10717.0
⿯,12271.0,10718.0
⿰,12272.0,10719.0
⿱,12273.0,10720.0
⿲,12274.0,10721.0
⿳,12275.0,10722.0
⿴,12276.0,10723.0
⿵,12277.0,10724.0
⿶,12278.0,10725.0
⿷,12279.0,10726.0
⿸,12280.0,10727.0
⿹,12281.0,10728.0
⿺,12282.0,10729.0
⿻,12283.0,10730.0
⿼,12284.0,10731.0
⿽,12285.0,10732.0
⿾,12286.0,10733.0
⿿,12287.0,10734.0
、,12289.0,10735.0
。,12290.0,10736.0
〃,12291.0,10737.0
〄,12292.0,10738.0
々,12293.0,10739.0
〆,12294.0,10740.0
〇,12295.0,10741.0
〈,12296.0,10742.0
〉,12297.0,10743.0
《,12298.0,10744.0
》,12299.0,10745.0
「,12300.0,10746.0
」,12301.0,10747.0
『,12302.0,10748.0
』,12303.0,10749.0
【,12304.0,10750.0
】,12305.0,10751.0
〒,12306.0,10752.0
〓,12307.0,10753.0
〔,12308.0,10754.0
〕,12309.0,10755.0
〖,12310.0,10756.0
〗,12311.0,10757.0
〘,12312.0,10758.0
〙,12313.0,10759.0
〚,12314.0,10760.0
〛,12315.0,10761.0
〜,12316.0,10762.0
〝,12317.0,10763.0
〞,12318.0,10764.0
〟,12319.0,10765.0
〠,12320.0,10766.0
